Season,TeamName,eFG_Pct,RankeFG_Pct,TO_Pct,RankTO_Pct,OR_Pct,RankOR_Pct,FT_Rate,RankFT_Rate
2016,North Dakota,51.1905,237,19.6030,78,25.88235,33,38.61789,217
2016,UAB,48.6291,104,17.9946,183,30.30553,201,29.84997,42
2016,Delaware,51.7778,268,13.5414,350,27.96763,91,31.88889,72
2016,Valparaiso,44.5496,8,18.4964,148,24.81146,11,38.74104,222
2016,Jacksonville,53.5841,322,17.4118,218,26.13861,39,33.47156,98
2016,Loyola Chicago,49.5980,157,22.2171,10,30.54726,213,36.42548,160
2016,Colorado,46.8134,47,15.4041,321,24.78431,10,35.66009,142
2016,Dartmouth,52.6625,298,20.9253,30,29.67525,172,42.25450,291
2016,Canisius,54.9119,342,19.5795,79,32.80669,303,38.97491,228
2016,North Carolina Central,49.9691,178,18.4889,150,31.14594,244,37.93317,193
2016,Miami FL,48.3068,92,17.4490,216,29.46429,154,29.08367,36
2016,Albany,48.6685,106,18.7042,133,25.56326,25,27.22826,19
2016,UTSA,58.9526,351,17.2491,231,27.75468,81,46.16735,328
2016,New Mexico,48.4888,100,16.9519,252,28.55960,118,37.05055,176
2016,Jacksonville St.,52.0317,283,18.5688,144,34.14376,323,42.60317,298
2016,Towson,48.4450,99,17.7014,201,27.27273,66,40.96890,271
2016,Toledo,50.9669,223,17.2899,229,24.58564,9,28.83978,35
2016,Nebraska Omaha,53.0673,309,20.2675,51,31.63362,266,38.49077,209
2016,Mississippi,49.6701,164,20.1496,59,31.05218,241,40.68169,264
2016,Detroit,53.6169,326,17.1920,237,29.41176,151,46.52778,332
2016,Arizona St.,51.9868,278,18.2561,164,27.83410,85,38.07947,198
2016,Kent St.,51.0187,227,16.7707,260,28.04878,92,35.08772,129
2016,Northern Colorado,55.9359,345,17.6530,204,29.77413,176,48.36683,342
2016,Portland,52.3514,292,18.3872,156,34.17722,324,41.35135,279
2016,Dayton,46.8650,49,18.0337,180,24.23263,6,32.83741,84
2016,Rice,56.2394,347,18.4251,154,32.18504,286,36.70243,167
2016,DePaul,51.3735,245,17.7854,197,29.93390,183,44.71070,320
2016,Air Force,51.7657,266,19.4315,87,28.10150,94,37.19835,179
2016,UNC Asheville,49.3158,134,22.2113,12,29.34498,146,32.95019,89
2016,St. Francis PA,50.7881,210,16.4305,277,30.87379,234,29.88908,43
2016,Eastern Illinois,51.3741,246,19.5325,82,34.65447,334,40.53716,263
2016,UMKC,50.3236,194,17.1672,239,31.23690,252,44.07767,314
2016,Fairleigh Dickinson,52.4496,295,21.0447,26,35.84738,344,46.86990,336
2016,Hartford,53.3631,319,18.5409,146,35.70808,340,41.09301,273
2016,Providence,49.3227,135,20.6260,40,30.30794,202,27.96323,24
2016,Stanford,52.0126,280,19.8010,71,32.20165,287,39.93711,249
2016,Hawaii,44.8832,14,19.8325,70,26.41026,49,40.15573,254
2016,Penn St.,48.8245,112,17.6114,207,29.40109,149,42.48853,295
2016,Louisiana Lafayette,49.8938,174,16.5112,273,26.40693,48,35.52841,138
2016,Nebraska,50.0823,184,19.7249,76,28.13322,97,39.68167,241
2016,North Carolina St.,50.6200,201,14.9985,331,30.40984,207,29.66270,40
2016,Washington,47.9291,79,20.4854,45,35.68827,338,44.59273,319
2016,Western Illinois,50.1111,185,15.2430,326,26.97291,59,42.44444,294
2016,Jackson St.,45.5451,22,20.6740,38,28.43057,112,48.09076,340
2016,IPFW,52.9046,303,15.7261,312,26.48889,50,29.97925,46
2016,Eastern Kentucky,53.1303,310,20.3080,49,34.18319,325,42.34491,292
2016,Arizona,46.2246,29,16.0453,294,24.86486,12,29.33204,37
2016,TCU,50.8864,218,21.1065,24,31.52665,263,41.38504,281
2016,Texas Tech,49.5624,154,18.9599,115,32.35556,295,32.93217,87
2016,UC Irvine,44.5803,9,17.3872,222,28.17720,102,34.72422,122
2016,California,44.2685,4,14.1069,347,25.32819,20,37.45601,184
2016,IUPUI,51.1092,234,18.0667,177,28.14885,99,38.90785,227
2016,Iowa St.,49.7778,167,16.8465,258,30.11152,192,24.88889,6
2016,UNC Wilmington,47.4627,65,19.9256,66,30.08929,191,55.16418,350
2016,Ohio,49.5870,155,14.5430,339,25.81673,31,33.52770,103
2016,USC Upstate,54.6414,340,15.0588,330,31.86813,275,36.64858,166
2016,Davidson,51.9790,277,15.7836,309,30.75616,228,30.61122,55
2016,San Diego St.,42.4705,1,18.0177,181,27.76119,82,31.34843,62
2016,UCF,47.1429,54,13.5480,349,30.67993,224,25.09091,9
2016,Illinois,53.6016,323,18.9919,112,28.11951,96,26.52757,12
2016,San Jose St.,49.5873,156,17.1948,236,29.80000,179,47.49206,339
2016,Kennesaw St.,53.2296,313,18.0421,179,34.64567,333,39.04874,229
2016,Florida,46.6809,43,18.6125,138,29.51895,162,35.65671,141
2016,Pacific,50.0697,183,16.4834,276,29.56522,164,49.26829,344
2016,Kentucky,44.5485,7,17.9899,184,31.92420,278,40.77810,266
2016,Central Michigan,50.9989,225,15.8730,304,31.49533,261,35.15982,132
2016,Texas,47.7211,72,18.4695,152,32.01407,281,38.36137,203
2016,Old Dominion,45.4659,19,17.2454,232,27.06147,60,35.77479,148
2016,Georgia St.,47.9081,78,21.1630,23,30.97826,237,41.28944,275
2016,Cal St. Fullerton,50.7086,206,16.3737,281,29.01606,134,39.74122,245
2016,Cornell,51.4786,251,19.8403,69,36.10548,346,35.78757,149
2016,Tulsa,48.2408,89,20.4032,47,30.46127,210,34.57944,120
2016,Eastern Washington,54.0497,333,15.9196,300,29.21772,139,37.85097,191
2016,High Point,52.8643,300,20.6211,41,31.68421,269,32.31631,77
2016,Wisconsin,48.0893,83,18.5966,142,27.70035,79,33.58450,105
2016,Saint Mary's,46.1518,28,15.5956,320,26.71629,53,24.08377,3
2016,Austin Peay,53.8292,328,18.5827,143,30.00000,188,31.32057,61
2016,Charleston Southern,54.0039,331,16.1145,292,26.91880,56,37.69531,187
2016,Drake,51.8678,271,14.6058,337,27.79923,83,30.51724,53
2016,Norfolk St.,50.2206,189,19.0616,107,34.07276,322,41.91947,288
2016,Nicholls St.,50.7821,209,18.2105,170,34.51015,328,39.69795,244
2016,Arkansas Pine Bluff,49.2063,131,20.2440,53,37.43119,349,53.67431,348
2016,Mercer,48.8804,115,16.2303,284,27.35769,68,32.87821,86
2016,Utah Valley,49.8834,173,16.5835,269,31.04107,239,37.66764,186
2016,LIU Brooklyn,50.9429,222,19.7343,75,31.08581,242,38.03879,197
2016,Binghamton,49.5522,152,18.2759,163,28.48948,116,34.38806,116
2016,West Virginia,48.3946,96,25.0351,2,27.12766,61,55.34151,351
2016,American,51.5625,256,19.1999,99,30.21277,195,40.05102,250
2016,North Carolina A&T,51.2724,241,18.2125,169,31.50315,262,48.46732,343
2016,Montana St.,53.8623,329,16.8957,256,27.47792,72,46.28743,329
2016,Vanderbilt,43.0644,2,14.1698,345,29.27729,142,34.43187,117
2016,USC,47.3138,60,16.6647,268,31.52890,264,28.30700,29
2016,Missouri,48.9671,119,16.0352,295,29.76704,175,40.75935,265
2016,BYU,48.3439,93,17.8190,195,25.19913,17,31.89655,73
2016,Northern Kentucky,50.2494,191,16.0942,293,29.48328,158,42.58105,297
2016,Western Kentucky,52.3700,293,14.9933,332,28.55939,117,29.96942,45
2016,Buffalo,49.7795,169,17.7027,200,28.71755,121,37.77560,190
2016,Virginia,48.3775,95,18.7980,129,25.23768,18,33.36939,94
2016,Lafayette,52.9108,304,16.6740,266,32.92568,307,35.09249,130
2016,Southeastern Louisiana,52.0705,286,19.0833,104,33.57207,316,41.91382,287
2016,Chattanooga,50.5429,197,20.1731,57,28.97778,130,30.89034,57
2016,Elon,50.2968,193,15.8294,307,29.76085,174,33.40529,96
2016,Gonzaga,44.7705,12,15.1123,328,26.02339,37,28.11169,28
2016,La Salle,53.2622,316,19.0638,106,34.31472,326,34.87544,123
2016,Kansas,45.1197,16,18.4596,153,27.89360,86,37.30643,181
2016,Washington St.,49.9455,176,14.7147,336,29.58258,165,37.45911,185
2016,Colorado St.,51.9907,279,14.1422,346,25.10785,15,35.00517,126
2016,SIU Edwardsville,51.7904,269,17.5574,208,29.26045,141,43.94531,313
2016,Campbell,53.5410,320,18.8961,124,30.57395,216,39.34426,234
2016,UMass Lowell,54.5161,337,19.1702,101,32.89738,306,38.41642,206
2016,Florida St.,50.8582,215,18.9040,118,28.26446,103,36.74912,169
2016,Youngstown St.,53.6111,325,15.7070,314,33.83793,318,32.47475,82
2016,Southern,47.8670,76,19.5489,81,31.14894,245,39.88920,248
2016,Abilene Christian,54.5549,339,19.2268,97,27.61905,76,46.51484,331
2016,Longwood,54.0946,334,17.2985,227,28.14601,98,36.44752,162
2016,George Mason,48.4159,98,10.2140,351,22.76089,2,29.99489,47
2016,South Florida,47.2447,58,14.2660,342,32.49410,299,35.59151,140
2016,Portland St.,53.2838,317,19.0671,105,30.74656,227,32.83838,85
2016,Boston University,49.9745,179,17.1122,240,28.10189,95,33.86108,107
2016,Marist,53.6036,324,16.8571,257,32.00000,280,36.59910,164
2016,Mississippi St.,48.8841,116,18.4849,151,32.89703,305,36.25476,158
2016,Liberty,52.9650,306,18.0744,176,29.51542,161,43.59838,310
2016,Belmont,50.7307,207,16.5482,271,30.94828,235,37.05637,177
2016,UTEP,49.4635,143,19.2502,95,31.71701,270,36.63771,165
2016,Michigan,51.4403,248,17.9239,188,26.38522,47,27.00617,17
2016,Arkansas,49.8372,172,19.6283,77,30.08621,190,42.86489,301
2016,Georgia Tech,49.0745,125,14.5919,338,27.17989,62,31.65638,65
2016,Stetson,54.4661,336,15.6442,315,32.75862,302,30.80082,56
2016,Northern Arizona,56.1944,346,17.5138,211,29.58333,166,34.26200,114
2016,Incarnate Word,52.9016,302,18.1605,173,28.85514,127,38.14579,199
2016,New Orleans,52.9468,305,21.3799,20,33.54497,315,43.04933,303
2016,Arkansas St.,47.1360,53,14.8689,333,31.19869,249,38.00857,196
2016,Siena,47.2317,57,17.2796,230,29.96139,185,38.41254,205
2016,UMBC,56.6172,348,19.3691,92,28.90173,128,38.82482,225
2016,Vermont,49.3475,136,16.7130,263,28.16794,101,37.40938,183
2016,Stony Brook,47.6325,68,18.3524,158,25.95281,35,27.62120,20
2016,Ohio St.,46.5816,36,17.1063,241,29.09226,135,30.42850,52
2016,Sacred Heart,51.0803,230,18.0431,178,32.37151,296,39.44598,236
2016,Pittsburgh,50.0279,182,16.9412,253,27.52708,74,32.43998,81
2016,Denver,51.9257,274,22.6928,6,31.04612,240,43.37838,308
2016,Cal St. Bakersfield,45.1983,17,21.5311,17,29.65328,169,42.06939,289
2016,Harvard,46.5881,37,16.8368,259,28.43233,113,33.49876,100
2016,Loyola Marymount,53.5474,321,20.1776,56,31.74924,273,42.69113,300
2016,VMI,53.0065,308,18.6623,136,34.02626,320,41.37255,280
2016,Maine,55.5053,344,21.0265,28,32.29462,291,37.97872,194
2016,New Hampshire,50.1993,188,15.0903,329,21.72702,1,34.51025,118
2016,Middle Tennessee,49.4404,139,19.4048,89,25.71429,29,42.36150,293
2016,Houston,47.3442,61,18.3528,157,33.27717,310,36.04336,155
2016,Missouri St.,51.4854,252,17.5504,209,28.07512,93,34.13677,112
2016,South Carolina St.,50.6623,203,17.4749,214,31.43116,260,38.74172,223
2016,Sam Houston St.,51.8904,273,18.7032,134,23.70821,5,44.80151,321
2016,Rhode Island,47.5778,67,18.8424,126,26.34055,46,39.59330,239
2016,Green Bay,51.4974,253,21.0703,25,32.02819,282,35.75105,146
2016,Illinois St.,48.4113,97,20.4912,44,28.15166,100,38.42926,207
2016,Bucknell,49.4881,146,17.8595,189,28.36231,107,41.29693,276
2016,NJIT,51.3243,242,19.1521,102,31.13965,243,35.73213,145
2016,St. John's,51.0906,231,20.1083,61,30.85868,232,43.34452,307
