"Season","TeamName","eFGPct","RankeFGPct","TOPct","RankTOPct","ORPct","RankORPct","FTRate","RankFTRate"
2017,"Abilene Christian",52.8688524590164,280,21.4180794639691,29,31.7422434367542,282,44.3368107302534,327
2017,"Air Force",54.6097285067873,329,17.4770411554266,242,24.5664739884393,17,32.6357466063348,113
2017,"Akron",51.048951048951,194,16.7308750687947,284,27.9030910609858,115,32.9170829170829,117
2017,"Alabama",46.1309523809524,23,19.7853717284243,91,26.5966046887631,61,39.9350649350649,274
2017,"Alabama A&M",53.5138248847926,308,14.0838689216391,350,36.3453815261044,349,33.5829493087558,140
2017,"Alabama St.",50.3476245654693,164,18.0305622750605,203,31.7548746518106,283,42.5840092699884,316
2017,"Albany",51.2486126526082,202,17.5262354350059,236,23.5563703024748,3,31.354051054384,81
2017,"Alcorn St.",47.3144236572118,38,18.5577710666342,171,31.1640696608616,259,39.7706698853349,271
2017,"American",52.4869109947644,260,20.1765447667087,66,27.9826464208243,120,41.3612565445026,299
2017,"Appalachian St.",52.863436123348,279,16.9324817291052,273,27.0769230769231,76,44.8080553807426,332
2017,"Arizona",47.7369165487977,55,17.3753035399164,250,26.0408781226344,45,28.6185761433286,38
2017,"Arizona St.",55.3650171484566,337,18.290142488126,191,32.1929824561403,292,29.9363057324841,53
2017,"Arkansas",47.8452270620945,59,18.5088178802165,174,34.2143906020558,333,39.0639481000927,253
2017,"Arkansas Pine Bluff",52.1897810218978,245,23.4769169708523,8,35.3556485355649,342,58.5268745852687,351
2017,"Arkansas St.",49.2040094339623,114,18.7557879189281,158,27.3909006499536,91,41.8632075471698,306
2017,"Army",50.324851109908,162,17.329255861366,251,24.0674955595027,6,33.6762317271251,142
2017,"Auburn",50.5831643002028,175,19.8825403864102,85,33.2778702163062,324,38.7931034482759,245
2017,"Austin Peay",56.3661971830986,342,17.6243984689419,223,35.8024691358025,346,29.5211267605634,52
2017,"BYU",47.9319852941176,63,16.1888176520377,308,24.8398576512456,23,31.1121323529412,74
2017,"Ball St.",48.7493869543894,93,17.1987530904009,258,28.381548084441,138,35.8999509563512,195
2017,"Baylor",46.1437565582371,24,17.1726187113757,261,29.4314381270903,187,30.1154249737671,59
2017,"Belmont",48.3412322274881,80,16.0380530202094,314,25,26,31.8720379146919,88
2017,"Bethune Cookman",53.102086858432,289,19.594121763471,104,35.8614232209738,347,39.9887196841512,276
2017,"Binghamton",52.1699266503667,243,17.1269865761457,264,28.1218274111675,125,32.2127139364303,100
2017,"Boise St.",48.3190883190883,79,16.6764977064089,287,26.4325323475046,56,41.8803418803419,307
2017,"Boston College",53.179347826087,298,17.1537860625488,263,24.1727941176471,10,39.6195652173913,266
2017,"Boston University",50.5151688609044,172,20.6686653947488,47,28.4804367606915,145,37.2066399542072,217
2017,"Bowling Green",53.1284302963776,293,20.0488001013456,77,28.2075471698113,131,34.2480790340285,159
