,year,arena,location,team,opponent,team_points,opponent_points
0,2016,Tiger Arena,Home,SAVANNAH-STATE,Florida National University,87,69
1,2016,Tiger Arena,Home,SAVANNAH-STATE,campbell,59,57
2,2016,Tiger Arena,Home,SAVANNAH-STATE,arkansas-state,76,75
3,2016,Matthew Knight Arena,Away,SAVANNAH-STATE,oregon,59,77
4,2016,Ferrell Center,Away,SAVANNAH-STATE,baylor,61,100
5,2016,Lee E. Williams Athletics and Assembly Center,Away,SAVANNAH-STATE,jackson-state,42,69
6,2016,Sun Dome,Away,SAVANNAH-STATE,south-florida,57,67
7,2016,Tiger Arena,Home,SAVANNAH-STATE,georgia-southern,76,67
8,2016,Tiger Arena,Home,SAVANNAH-STATE,eastern-kentucky,71,74
9,2016,Jon M. Huntsman Center,Away,SAVANNAH-STATE,utah,53,99
10,2016,Mizzou Arena,Away,SAVANNAH-STATE,missouri,50,81
11,2016,Al Lawson Center,Away,SAVANNAH-STATE,florida-am,58,61
12,2016,Tiger Arena,Home,SAVANNAH-STATE,north-carolina-at,75,68
13,2016,Tiger Arena,Home,SAVANNAH-STATE,north-carolina-central,46,69
14,2016,Tiger Arena,Home,SAVANNAH-STATE,maryland-eastern-shore,68,61
15,2016,Tiger Arena,Home,SAVANNAH-STATE,delaware-state,64,47
16,2016,Hampton Convocation Center,Away,SAVANNAH-STATE,hampton,52,75
17,2016,Echols Memorial Hall,Away,SAVANNAH-STATE,norfolk-state,73,92
18,2016,Ellis Corbett Sports Center,Away,SAVANNAH-STATE,north-carolina-at,62,63
19,2016,Moore Gymnasium,Away,SAVANNAH-STATE,bethune-cookman,59,62
20,2016,Tiger Arena,Home,SAVANNAH-STATE,morgan-state,57,49
21,2016,Tiger Arena,Home,SAVANNAH-STATE,coppin-state,72,63
22,2016,SHM Memorial Center,Away,SAVANNAH-STATE,south-carolina-state,60,57
23,2016,Burr Gymnasium,Away,SAVANNAH-STATE,howard,66,56
24,2016,Tiger Arena,Home,SAVANNAH-STATE,Allen,83,72
25,2016,Tiger Arena,Home,SAVANNAH-STATE,south-carolina-state,76,64
26,2016,McLendon-McDougald Gym,Away,SAVANNAH-STATE,north-carolina-central,44,61
27,2016,Tiger Arena,Home,SAVANNAH-STATE,florida-am,52,40
28,2016,,Neutral,SAVANNAH-STATE,delaware-state,63,58
29,2016,,Neutral,SAVANNAH-STATE,bethune-cookman,57,50
30,2016,,Neutral,SAVANNAH-STATE,hampton,55,89
31,2016,Tiger Arena,Home,SAVANNAH-STATE,texas-arlington,59,75
