Season,TeamName,Tempo,RankTempo,AdjTempo,RankAdjTempo,OE,RankOE,AdjOE,RankAdjOE,DE,RankDE,AdjDE,RankAdjDE,AdjEM,RankAdjEM,seed
2011,Quinnipiac,68.3823,91,67.2616,87,105.385,84,103.95,140,98.1635,90,103.71,197,0.240078,163,NULL
2011,Radford,67.6673,132,66.9594,99,85.1217,342,85.9941,341,105.578,270,106.173,244,-20.1789,331,NULL
2011,"Rhode Island",67.1701,164,66.2332,146,101.138,184,102.918,165,99.4295,110,99.0077,96,3.91002,124,NULL
2011,Rice,64.3803,275,63.9576,258,102.856,138,104.453,129,104.489,253,103.446,188,1.00646,155,NULL
2011,Richmond,64.1354,287,63.1619,288,108.788,46,111.003,47,94.5571,33,95.4298,51,15.5729,39,12
2011,Rider,68.9259,73,67.9174,60,106.296,73,107.333,89,98.5506,98,102.239,162,5.09411,110,NULL
2011,"Robert Morris",65.6187,232,63.7451,267,101.595,171,102.488,170,98.3893,94,100.645,125,1.84288,150,NULL
2011,Rutgers,64.3619,276,62.9516,297,101.829,163,107.997,80,100.907,153,98.3272,85,9.66959,77,NULL
2011,"Sacramento St.",64.3303,278,63.7374,268,92.5183,315,92.8774,308,107.81,307,108.999,293,-16.1214,317,NULL
2011,"Sacred Heart",66.9686,172,65.773,168,98.0274,243,98.5249,246,102.877,202,107.779,273,-9.25396,266,NULL
2011,"Saint Joseph's",64.081,289,63.1971,285,100.207,201,105.497,110,108.159,312,107.56,272,-2.06296,188,NULL
2011,"Saint Louis",64.7617,264,63.7329,269,96.7093,267,98.8188,242,97.238,71,95.3909,50,3.42792,127,NULL
2011,"Saint Mary's",66.7926,177,65.3531,188,116.782,5,117.116,10,99.9201,127,101.069,129,16.0464,37,NULL
2011,"Saint Peter's",65.7111,228,64.6119,231,92.8353,308,95.0018,292,90.9427,9,91.7599,18,3.24183,129,14
2011,"Sam Houston St.",67.1638,165,65.6983,171,103.198,131,102.548,169,100.885,152,103.519,189,-0.970969,178,NULL
2011,Samford,62.0258,329,60.2853,334,95.8836,277,95.531,285,107.748,305,110.432,309,-14.9012,312,NULL
2011,"San Diego",65.7576,226,64.1501,248,89.9433,326,92.236,315,107.769,306,104.547,219,-12.3108,293,NULL
2011,"San Diego St.",64.2117,284,62.8786,298,110.503,28,113.834,26,91.7511,11,88.2242,3,25.6096,7,2
2011,"San Francisco",67.2033,161,66.3388,142,99.2621,217,101.706,186,102.129,190,99.8501,112,1.85615,149,NULL
2011,"San Jose St.",68.291,95,66.8579,106,101.911,162,103.958,139,103.565,222,104.664,222,-0.706475,176,NULL
2011,"Santa Clara",68.095,108,66.8755,105,104.732,95,104.926,121,104.015,238,103.107,182,1.81919,151,NULL
2011,"Savannah St.",63.7539,298,62.3535,310,87.5382,336,90.4811,327,97.5191,79,99.5718,108,-9.09067,264,NULL
2011,Seattle,74.9399,4,72.3584,6,92.352,316,92.3248,312,101.041,159,101.746,143,-9.4213,267,NULL
2011,"Seton Hall",68.7091,78,67.9375,58,97.0002,262,103.699,146,95.1761,39,90.6465,11,13.0522,57,NULL
2011,Siena,68.6963,79,68.3118,52,97.7225,249,98.4754,247,100.605,146,101.984,155,-3.50848,202,NULL
2011,"SIU Edwardsville",70.339,40,68.676,45,86.5427,337,86.0098,340,113.054,340,112.545,332,-26.5355,342,NULL
2011,SMU,61.4655,337,60.0173,335,103.88,116,103.616,149,101.098,161,102.854,173,0.762431,158,NULL
2011,"South Alabama",68.8274,75,67.304,82,99.3466,215,99.1256,236,107.545,301,111.495,324,-12.3689,295,NULL
2011,"South Carolina",68.0441,113,67.4158,77,97.3805,257,100.299,213,99.7164,118,97.3162,70,2.98286,135,NULL
2011,"South Carolina St.",67.2864,155,66.7084,114,94.3071,295,91.0057,325,105.88,276,110.22,307,-19.2139,327,NULL
2011,"South Dakota",72.9323,11,71.2638,12,104.056,110,99.3269,234,103.485,218,110.815,317,-11.4879,287,NULL
2011,"South Dakota St.",68.7599,76,67.6141,69,118.241,3,115.074,18,107.328,300,109.762,304,5.3126,108,NULL
2011,"South Florida",62.9529,316,61.4364,325,96.8513,264,103.016,163,104.355,250,99.5947,109,3.4209,128,NULL
2011,"Southeast Missouri St.",67.0785,170,66.5462,124,96.7199,266,96.9961,268,106.083,280,109.631,303,-12.635,297,NULL
2011,"Southeastern Louisiana",67.1502,167,65.0581,209,98.2273,236,98.1411,252,103.577,224,106.458,251,-8.31674,258,NULL
2011,Southern,67.7604,126,64.9951,218,82.1661,345,81.5684,345,105.448,268,112.032,328,-30.4631,345,NULL
2011,"Southern Illinois",63.7698,297,63.6993,270,95.2225,286,95.9505,281,101.299,168,101.332,136,-5.38143,230,NULL
2011,"Southern Miss",66.3575,192,64.9592,221,109.414,43,111.38,43,99.8849,125,100.858,128,10.5213,71,NULL
2011,"Southern Utah",68.2545,97,66.6962,116,101.705,169,99.8128,225,108.36,314,108.736,289,-8.92311,261,NULL
2011,"St. Bonaventure",64.9215,258,63.1484,289,103.844,117,106.413,97,103.685,227,103.953,205,2.45996,143,NULL
2011,"St. Francis NY",67.4608,141,66.3466,141,98.9485,228,98.127,253,98.1099,89,101.981,154,-3.85384,204,NULL
2011,"St. Francis PA",67.4118,146,65.335,189,96.5427,268,98.853,239,107.321,299,109.376,301,-10.5233,279,NULL
2011,"St. John's",66.3559,193,66.3588,138,105.155,88,110.496,52,99.5019,113,93.6698,31,16.8263,33,6
2011,Stanford,65.8889,221,64.4082,242,100.125,202,104.145,135,98.5039,96,97.7415,77,6.40311,98,NULL
2011,"Stephen F. Austin",61.8548,331,59.399,342,100.068,203,95.9754,279,93.6365,24,100.002,117,-4.02629,207,NULL
2011,Stetson,66.7265,180,65.5834,174,94.6533,293,95.9156,282,106.248,283,109.094,298,-13.1785,303,NULL
2011,"Stony Brook",62.4254,323,62.726,305,94.6993,292,92.9422,307,95.3087,43,98.6096,89,-5.66742,231,NULL
2011,Syracuse,66.0981,207,65.0381,212,110.378,30,114.248,25,95.1008,38,91.6187,17,22.6298,13,3
2011,TCU,67.9733,117,66.3657,137,98.2671,233,101.817,185,103.365,217,101.91,151,-0.0935564,167,NULL
2011,Temple,66.077,210,64.7767,230,107.186,56,109.724,59,93.5883,23,92.7362,26,16.988,32,7
2011,Tennessee,67.5239,137,66.3754,135,103.67,118,107.96,81,98.9857,107,94.5968,41,13.3636,54,9
2011,"Tennessee Martin",69.5604,48,68.4205,50,96.4509,272,96.7259,273,107.223,295,109.471,302,-12.7451,299,NULL
2011,"Tennessee St.",65.1908,249,64.546,234,101.492,173,101.386,196,105.127,262,108.202,279,-6.81588,242,NULL
2011,"Tennessee Tech",70.4327,39,70.1759,24,101.63,170,100.473,210,100.913,154,104.935,229,-4.4612,214,NULL
2011,Texas,68.1422,105,65.8605,166,109.459,42,114.882,20,89.996,5,88.1564,1,26.7252,5,4
2011,"Texas A&M",63.2801,309,61.4192,326,106.504,67,109.943,56,96.2696,53,94.5593,40,15.3838,41,7
2011,"Texas A&M Corpus Chris",66.0971,209,64.8912,223,90.9448,323,92.2646,314,106.821,291,108.217,280,-15.9521,316,NULL
2011,"Texas Pan American",68.9087,74,65.2229,200,95.2755,283,93.3753,305,109.95,329,114.337,341,-20.9621,333,NULL
2011,"Texas Southern",67.7202,129,65.1766,202,93.1699,306,91.8765,318,94.554,32,102.601,169,-10.7248,280,NULL
2011,"Texas St.",74.6784,5,73.3835,4,101.924,160,99.6226,230,104.404,251,107.426,268,-7.80332,250,NULL
2011,"Texas Tech",70.911,31,69.726,32,102.474,149,106.68,91,105.342,267,102.491,167,4.18895,120,NULL
2011,"The Citadel",63.8793,294,62.3246,311,99.5956,210,100.1,222,110.18,330,111.049,320,-10.949,283,NULL
2011,Toledo,64.3449,277,63.1787,286,88.2176,334,91.0172,324,109.659,326,111.911,327,-20.8939,332,NULL
2011,Towson,65.8737,222,65.4975,179,102.839,139,104.883,122,114.725,342,115.689,342,-10.8061,281,NULL
2011,Troy,71.1882,28,70.6114,17,96.4589,270,97.15,267,106.825,292,107.21,264,-10.0602,273,NULL
2011,Tulane,65.9288,218,65.0835,208,101.237,182,101.59,188,101.497,175,103.804,201,-2.21336,191,NULL
2011,Tulsa,66.5204,187,66.0764,152,104.203,108,106.392,98,100.47,144,99.3455,102,7.04614,89,NULL
2011,UAB,63.1587,312,62.1202,316,106.758,65,108.63,73,96.0089,49,96.1119,55,12.5184,60,12
2011,"UC Davis",68.2997,94,66.8975,103,101.028,187,102.253,177,107.03,293,108.941,291,-6.68783,240,NULL
2011,"UC Irvine",71.6329,23,70.2437,23,101.262,181,102.046,182,103.783,230,106.308,247,-4.26169,208,NULL
2011,"UC Riverside",66.3252,195,65.2249,198,95.785,279,97.2498,266,106.236,282,106.195,245,-8.94545,263,NULL
2011,"UC Santa Barbara",65.4057,243,64.4276,240,102.863,137,103.503,154,99.8333,121,99.4018,103,4.10161,121,15
2011,UCF,64.6565,266,64.4296,239,104.544,101,105.36,113,98.0393,87,99.4511,105,5.90856,103,NULL
2011,UCLA,67.2723,157,65.5545,177,103.484,123,107.561,87,96.8479,63,93.8189,34,13.7419,51,7
2011,UMBC,67.3574,150,67.2709,85,94.1271,296,95.2741,289,114.888,343,117.599,343,-22.3246,339,NULL
2011,UMKC,66.4177,190,64.2005,246,103.048,135,101.028,200,109.263,320,110.929,318,-9.90113,272,NULL
2011,"UNC Asheville",69.3618,58,67.7991,66,101.445,175,101.432,194,96.5695,57,99.0391,97,2.393,144,16
2011,"UNC Greensboro",71.7,22,70.0054,29,97.8135,246,98.7073,243,110.84,335,110.065,305,-11.3581,286,NULL
2011,"UNC Wilmington",62.2582,326,62.1977,314,100.344,199,101.009,201,104.664,257,105.383,237,-4.37416,212,NULL
2011,UNLV,67.4797,139,66.9325,100,106.286,74,110.321,55,92.4839,15,91.5518,15,18.7696,25,8
2011,USC,64.4661,271,62.1879,315,103.258,127,108.303,78,97.2053,69,93.9363,36,14.3669,48,11
2011,"USC Upstate",64.2787,281,63.4098,276,89.1803,329,91.7407,319,107.258,297,108.402,283,-16.6615,323,NULL
2011,"UT Arlington",69.4842,51,67.5006,74,97.4434,255,95.9603,280,100.532,145,103.898,202,-7.93779,252,NULL
2011,Utah,68.5212,84,67.7331,67,97.7263,248,102.985,164,103.777,229,99.9792,114,3.00585,134,NULL
2011,"Utah St.",64.0677,291,62.8424,299,110.473,29,110.413,53,89.8328,4,90.2135,8,20.1997,17,12
2011,"Utah Valley",69.1656,66,65.7339,170,104.196,109,100.182,216,101.139,163,108.159,278,-7.9763,254,NULL
2011,UTEP,67.5394,136,66.8224,109,103.325,125,104.666,126,92.886,16,93.7891,33,10.8769,70,NULL
2011,UTSA,68.6707,81,67.0401,94,102.713,141,101.474,193,102.999,204,106.668,257,-5.19344,227,16
2011,Valparaiso,67.3411,153,66.4379,129,103.559,120,105.531,109,99.3083,108,98.658,90,6.8731,92,NULL
2011,Vanderbilt,68.0881,109,66.882,104,110.92,26,115.206,17,98.6379,101,97.7687,78,17.437,31,5
2011,VCU,65.9302,217,65.9737,161,107.434,54,109.563,60,101.36,169,100.813,126,8.74997,82,11
2011,Vermont,65.0125,254,64.9432,222,102.881,136,101.693,187,93.6878,25,98.6777,92,3.01499,131,NULL
2011,Villanova,66.2173,199,65.5804,175,109.562,40,114.746,22,98.9267,104,96.4465,60,18.299,27,9
2011,Virginia,61.7738,332,59.6034,340,99.5982,209,103.295,160,99.8387,122,97.4698,73,5.82514,105,NULL
2011,"Virginia Tech",66.0355,215,64.0788,252,104.731,96,108.618,74,94.2331,29,92.662,24,15.9564,38,NULL
2011,VMI,75.9513,2,75.1147,2,109.803,35,109.874,57,108,310,113.132,337,-3.25831,197,NULL
2011,Wagner,67.6964,131,66.6897,117,98.1791,239,99.7801,227,102.498,194,105.051,233,-5.27116,228,NULL
2011,"Wake Forest",70.8879,32,69.277,35,95.2274,285,99.5379,231,109.379,322,108.474,286,-8.93588,262,NULL
2011,Washington,72.5481,15,70.7555,16,113.938,11,116.488,11,96.5736,58,94.2736,39,22.2141,14,7
2011,"Washington St.",69.0428,70,67.8244,65,105.358,86,108.797,71,96.3394,54,94.7098,42,14.0872,50,NULL
2011,"Weber St.",65.3365,247,64.8842,225,103.905,114,103.768,144,102.98,203,103.541,191,0.227654,165,NULL
2011,"West Virginia",64.4403,272,62.7344,304,107.683,52,113.313,27,99.8426,123,93.145,28,20.1684,18,5
2011,"Western Carolina",69.2409,62,68.4887,49,99.317,216,97.7862,257,99.9897,130,99.9942,116,-2.20794,190,NULL
2011,"Western Illinois",62.9653,315,61.6237,324,88.8327,330,86.8366,337,105.642,273,106.876,259,-20.0398,330,NULL
2011,"Western Kentucky",69.0894,69,67.2038,91,100.57,196,99.848,224,101.499,176,104.403,216,-4.55548,216,NULL
2011,"Western Michigan",67.7879,125,67.3864,79,103.894,115,104.359,132,101.4,171,104.655,220,-0.295901,169,NULL
2011,"Wichita St.",64.3806,274,65.0118,215,110.953,25,111.45,42,95.2983,42,97.9047,81,13.5455,53,NULL
2011,"William & Mary",63.4605,306,63.2502,284,99.7314,208,102.038,183,107.921,308,107.788,274,-5.75017,233,NULL
2011,Winthrop,67.4436,143,65.2854,196,95.1002,288,95.4612,286,98.2814,93,100.325,120,-4.86398,220,NULL
2011,Wisconsin,57.0086,345,56.891,344,118.524,2,121.946,2,101.529,179,96.348,58,25.5977,8,4
2011,Wofford,64.5106,270,63.4771,275,112.3,18,111.911,39,103.219,210,104.341,214,7.57016,86,14
2011,"Wright St.",62.6032,321,61.9718,321,102.528,147,104.258,133,99.3789,109,99.1008,99,5.15764,109,NULL
2011,Wyoming,68.0047,114,66.4235,131,95.1222,287,98.0691,254,104.786,258,103.056,180,-4.98726,224,NULL
2011,Xavier,65.3632,245,64.8622,226,109.395,44,112.808,32,97.2645,72,96.2683,57,16.5395,35,6
2011,Yale,66.9598,173,66.0483,155,98.9593,227,98.8333,241,99.4983,112,100.297,118,-1.46348,183,NULL
2011,"Youngstown St.",69.4387,54,68.909,41,96.8203,265,99.0919,237,107.311,298,107.221,265,-8.12868,255,NULL
