,year,arena,location,team,opponent,team_points,opponent_points
0,2019,Charles E. Smith Center,Home,GEORGE-WASHINGTON,stony-brook,74,77
1,2019,Charles E. Smith Center,Home,GEORGE-WASHINGTON,siena,61,69
2,2019,John Paul Jones Arena,Away,GEORGE-WASHINGTON,virginia,57,76
3,2019,Mohegan Sun Arena,Neutral,GEORGE-WASHINGTON,michigan,61,84
4,2019,Mohegan Sun Arena,Neutral,GEORGE-WASHINGTON,south-carolina,55,90
5,2019,Charles E. Smith Center,Home,GEORGE-WASHINGTON,manhattan,70,43
6,2019,Charles E. Smith Center,Home,GEORGE-WASHINGTON,vermont,53,69
7,2019,Jadwin Gymnasium,Away,GEORGE-WASHINGTON,princeton,52,73
8,2019,Charles E. Smith Center,Home,GEORGE-WASHINGTON,towson,68,64
9,2019,Charles E. Smith Center,Home,GEORGE-WASHINGTON,valparaiso,79,82
10,2019,Charles E. Smith Center,Home,GEORGE-WASHINGTON,howard,70,64
11,2019,Lavietes Pavilion,Away,GEORGE-WASHINGTON,harvard,61,75
12,2019,Charles E. Smith Center,Home,GEORGE-WASHINGTON,american,71,67
13,2019,Hagan Arena,Away,GEORGE-WASHINGTON,saint-josephs,70,56
14,2019,Charles E. Smith Center,Home,GEORGE-WASHINGTON,dayton,66,72
15,2019,Charles E. Smith Center,Home,GEORGE-WASHINGTON,richmond,56,76
16,2019,Tom Gola Arena,Away,GEORGE-WASHINGTON,la-salle,59,56
17,2019,Charles E. Smith Center,Home,GEORGE-WASHINGTON,duquesne,85,91
18,2019,Belk Arena,Away,GEORGE-WASHINGTON,davidson,62,73
19,2019,EagleBank Arena,Away,GEORGE-WASHINGTON,george-mason,55,62
20,2019,Charles E. Smith Center,Home,GEORGE-WASHINGTON,fordham,79,61
21,2019,Charles E. Smith Center,Home,GEORGE-WASHINGTON,virginia-commonwealth,50,60
22,2019,Robins Center,Away,GEORGE-WASHINGTON,richmond,63,89
23,2019,Charles E. Smith Center,Home,GEORGE-WASHINGTON,saint-louis,58,73
24,2019,A.J. Palumbo Center,Away,GEORGE-WASHINGTON,duquesne,69,85
25,2019,Charles E. Smith Center,Home,GEORGE-WASHINGTON,massachusetts,79,67
26,2019,Stuart Siegel Center,Away,GEORGE-WASHINGTON,virginia-commonwealth,57,85
27,2019,Ryan Center,Away,GEORGE-WASHINGTON,rhode-island,53,80
28,2019,Charles E. Smith Center,Home,GEORGE-WASHINGTON,st-bonaventure,58,64
29,2019,Rose Hill Gym,Away,GEORGE-WASHINGTON,fordham,56,67
30,2019,Charles E. Smith Center,Home,GEORGE-WASHINGTON,george-mason,65,81
31,2019,Barclays Center,Neutral,GEORGE-WASHINGTON,massachusetts,68,64
32,2019,Barclays Center,Neutral,GEORGE-WASHINGTON,george-mason,57,61
